"","lorenz","rossler","henon","Experimental_data_periodic","Experimental_data_quasi.periodic.2","Experimental_data_quasi.periodic.3","Experimental_data_chaotic"
"30",1.84315237980435e-05,0.000294989441084593,0.00355083402066762,3.66515023827607e-07,1.93684793359005e-06,1.61345294242631e-05,9.54494036959489e-08
"31",2.22226915254386e-05,0.000342646213639222,0.0041589747986285,4.67531955401646e-07,1.84105451570304e-06,2.08183554417264e-05,1.51284189212634e-07
"32",2.68187607404025e-05,0.000387291550159939,0.00632559040260071,5.87155490512641e-07,1.6815635406482e-06,2.31648034568351e-05,1.98166284349349e-07
"33",3.23862533136448e-05,0.000427165889286184,0.00667861103260811,6.85823983121313e-07,1.55990273362197e-06,2.43646734800015e-05,1.6863499323611e-07
"34",3.91237186463203e-05,0.000460651409101129,0.00449474419743275,7.60157623381047e-07,1.40651822048631e-06,2.10642588735825e-05,2.34704133859676e-07
"35",4.72668576538017e-05,0.000486341133495671,0.00300161713602532,8.23995229685295e-07,1.2303693872698e-06,1.65535851212704e-05,3.14585002733014e-07
"36",5.70928619466942e-05,0.000503103653311772,0.00244133517438775,8.19330415970842e-07,1.16580108394744e-06,1.06771780860467e-05,4.26538383322399e-07
"37",6.89247390781712e-05,0.000510135509646276,0.00203718135768142,7.94912097994261e-07,1.0333005724266e-06,1.01847167343273e-05,5.66924794397721e-07
"38",8.31341806161878e-05,0.000507005917089131,0.00263214932466829,7.27431676978863e-07,9.32997755939259e-07,6.82952152308838e-06,8.41339573210897e-07
"39",0.00010014110262909,0.000493684457514818,0.00218644381754273,6.22435024494213e-07,8.71858964740674e-07,6.95983473106785e-06,1.18674971122566e-06
"40",0.000120409486879906,0.000470555265454809,0.00208358120198462,5.50973190458654e-07,8.13967941476148e-07,1.03182798560642e-05,1.55545093543525e-06
"41",0.000144434606939068,0.00043841478885178,0.00186890049253927,4.92529722621282e-07,7.726887797203e-07,1.32645538861813e-05,2.02368017205894e-06
"42",0.000172720305957838,0.000398451713364939,0.00149661763576852,4.40882380212793e-07,6.71798840465678e-07,1.55183892566422e-05,2.46502312609101e-06
"43",0.000205738715535892,0.000352213346443921,0.00105484270259057,4.09369946784014e-07,5.57977508971949e-07,1.73200406456047e-05,2.7910771846677e-06
"44",0.000243868222630725,0.000301552730788051,0.000269234818307248,3.98784388703687e-07,4.10395216041152e-07,1.86527967882173e-05,2.90633086176465e-06
"45",0.000287302445251412,0.000248564816353747,0.000114687027630469,3.97781145166208e-07,2.63216903663435e-07,1.58089061414201e-05,2.93101570815871e-06
"46",0.000335921772400375,0.000195508843713094,0.000272945988385497,3.86293576423083e-07,2.13722431392635e-07,1.06780821508135e-05,2.88391790740862e-06
"47",0.000389126856912055,0.000144722180014867,0.000720210145887813,3.78407279161494e-07,1.03429006813578e-07,8.86793748017198e-06,2.74347149035688e-06
"48",0.000445634211379214,9.85268494054146e-05,0.00280114011444044,3.77142047274266e-07,5.55655736489115e-08,9.96255772698482e-06,2.57106726752699e-06
"49",0.000503251906934557,5.91322720348416e-05,0.00397953360579593,3.33073002684439e-07,5.67028736872144e-08,6.76117509542621e-06,2.36307878191662e-06
"50",0.000558670669790099,3.95036333748383e-05,0.00375524755002189,2.83291169905941e-07,1.03033498360577e-07,7.73929222915737e-06,2.14408871366249e-06
"51",0.000607340413329267,2.38359744587818e-05,0.0035741335009875,2.18193164500933e-07,9.47354205280666e-08,6.73702950486948e-06,1.86752226805865e-06
"52",0.000643533563029036,1.67281036935672e-05,0.00297657648752859,1.86945081076767e-07,1.42974262359583e-07,5.65718511264879e-06,1.57834851045563e-06
"53",0.000660722719106549,2.07972661700774e-05,0.00307421441608241,1.15748388361968e-07,1.92441322768742e-07,5.04146687089925e-06,1.28408119926285e-06
"54",0.000652404015666456,3.61375946167636e-05,0.00231245388651016,1.0201215325201e-07,2.39468155810762e-07,4.48027477434581e-06,9.5506339833471e-07
"55",0.000613432703948896,5.21616373576614e-05,0.00278865490325023,9.26957949590715e-08,2.90546236173918e-07,5.16153891942694e-06,7.06596173981466e-07
"56",0.000541793654931323,9.44710818495613e-05,0.00338814999392962,1.14844823947982e-07,3.39293212375887e-07,8.21606725876307e-06,4.9877730551564e-07
"57",0.000440483308598624,0.000147638777499915,0.00418908655910541,1.44496258444937e-07,4.34272164165835e-07,8.20598756492157e-06,3.45565832382714e-07
"58",0.000318931847039019,0.000209974204914318,0.00591131790766046,1.59393331146443e-07,5.95980160739895e-07,1.05961947798396e-05,3.02406596873382e-07
"59",0.000193212906795591,0.000279401076580898,0.0063720391334376,1.92119988230659e-07,7.97172757828583e-07,1.38257878053154e-05,3.78935998684892e-07
"60",0.000155862779377265,0.00035353719874454,0.00547588037331421,2.30169548958094e-07,9.96628518592639e-07,1.21993859395094e-05,4.26779319886258e-07
"61",0.00010028849723404,0.000429777887606442,0.00537714247243184,2.5763389857457e-07,1.23000196611713e-06,1.07953098458424e-05,6.97691192073418e-07
"62",9.49804856997657e-05,0.000505382027920379,0.00732011558333186,2.82608264296602e-07,1.46611120907695e-06,1.17492216839561e-05,1.11101172293463e-06
"63",0.000149130806076519,0.000577560789689791,0.00670235490981299,2.99883143517729e-07,1.62963514297136e-06,1.41076906600593e-05,1.5530503304773e-06
"64",0.000242417201715751,0.000643570973276826,0.00481502265344529,3.59759928004351e-07,1.72021509659642e-06,9.99832573236536e-06,1.95241450134299e-06
"65",0.00035720940677906,0.000700817343597786,0.0033884827637281,4.33496708695558e-07,1.82971353094457e-06,1.1193095944591e-05,2.36533531675821e-06
"66",0.000559702210165222,0.000746958867024863,0.00275335091945881,5.04008618888544e-07,1.81174907720071e-06,1.02752736515732e-05,2.56647889828837e-06
"67",0.000762678418601397,0.000780016309130848,0.00202367391664603,6.08794407132851e-07,1.72089920020617e-06,7.82500253678498e-06,2.7639915172892e-06
"68",0.000940432404212015,0.000798469140654735,0.000675198357902617,7.19304342809298e-07,1.58745595967421e-06,6.99896749688398e-06,2.7783057540506e-06
"69",0.00107384547886317,0.000801340717854378,0.0006563339988394,8.29509719463673e-07,1.41706213678834e-06,5.57563700874774e-06,2.72887209850943e-06
"70",0.00115278320614396,0.000788258897595181,0.00107969066374679,9.09059092555689e-07,1.30998670174831e-06,5.54713152822612e-06,2.72335616113918e-06
"71",0.00117606645772123,0.000759492438322933,0.00171692272435338,8.80896263912164e-07,1.22137451865596e-06,8.222035796001e-06,2.66886910150621e-06
"72",0.00114963321261789,0.000715960284107446,0.00350715653264488,8.20961637030861e-07,1.23582226541204e-06,1.26542035584023e-05,2.71153487468411e-06
"73",0.00108384246804178,0.000659214389605316,0.00420920579471082,6.70978884525715e-07,1.18124815493243e-06,1.34792471942248e-05,2.57132762328695e-06
"74",0.000990789948867738,0.000591395971331292,0.00475125077345497,5.08611849457803e-07,1.13384060037842e-06,1.80712054942873e-05,2.57474212576874e-06
"75",0.000882190352062432,0.000515164192846698,0.00560095364887064,3.8729509291996e-07,1.05601101957432e-06,1.69095178957155e-05,2.4099859497796e-06
"76",0.000768038026108366,0.000433605986743102,0.00732786272549837,2.87286504239249e-07,8.96581274450427e-07,1.86169582460503e-05,2.23902794429927e-06
"77",0.000655995723747462,0.000350122362240749,0.00665772751598813,2.52265821442924e-07,7.27848313519695e-07,1.26850837747659e-05,2.10832151747357e-06
"78",0.000551330545325268,0.000268301207157495,0.00479127054550828,2.05643042719134e-07,5.44254955731195e-07,7.94911665863401e-06,1.87634127007997e-06
"79",0.00045718760072025,0.000191777068348718,0.00332083087311494,2.04605345599999e-07,4.09791877826327e-07,6.88302549228524e-06,1.68557228793936e-06
"80",0.000375017309334226,0.00012408538178984,0.00268031823228797,2.00289423746921e-07,2.71086995625104e-07,6.6129910061279e-06,1.39707591312375e-06
"81",0.00030503608359297,6.85167121667987e-05,0.00183499768296728,1.93213867248678e-07,1.7080643122631e-07,3.92732753668391e-06,1.20023914169778e-06
"82",0.000246640902876086,4.99533667251093e-05,0.00043403420201799,1.96964116568972e-07,9.72742006370623e-08,7.7969883395968e-06,9.44399306547475e-07
"83",0.000198748027200233,2.99174956340925e-05,0.000290567718552956,2.05409576884022e-07,5.22070386003208e-08,6.02539867445645e-06,7.73139435643079e-07
"84",0.000160045464035906,2.69341464049875e-05,0.000241059297836815,2.09224693068227e-07,3.44178215179117e-08,6.8484542537513e-06,6.75404590934254e-07
"85",0.000129169752833186,4.21609802140371e-05,0.000543227677700307,1.71860194896767e-07,2.48265298767555e-08,9.1694904143488e-06,5.74010222737975e-07
"86",0.000104818949062339,7.08171987491835e-05,0.00221517116918214,1.37881558044427e-07,2.97554098535503e-08,8.40712126446194e-06,5.15259872667518e-07
"87",8.58168890727339e-05,0.000110643161706276,0.00304452173306932,9.07049236482737e-08,2.96925645052374e-08,7.620175684472e-06,4.47601974521274e-07
"88",7.11439448179318e-05,0.000185894258678785,0.00287766235835899,5.47507383357216e-08,5.02914572825732e-08,7.28221046861886e-06,3.92020923856624e-07
"89",5.99439863004703e-05,0.00027754062617984,0.00292068597065873,2.82489942696743e-08,8.05689128673748e-08,6.55433383702052e-06,3.03077061155498e-07
"90",5.15181215208877e-05,0.000382695857209046,0.00322063095209629,1.78732806367386e-08,1.15422362518048e-07,6.75386610470709e-06,2.37977798035581e-07
"91",4.5309757596886e-05,0.000497842491470772,0.0042774401493427,1.63620801161988e-08,1.76743606871009e-07,9.96351479064832e-06,1.80175620568991e-07
"92",4.08864930481368e-05,0.000618956945356479,0.00347196626123248,2.16525682418586e-08,2.57009082024346e-07,1.58050729422234e-05,1.31671319133908e-07
"93",3.79215255989942e-05,0.000741654771645335,0.0035371966103343,3.73941076480634e-08,3.70870960723326e-07,1.62214588607709e-05,1.08439285628344e-07
"94",3.61755819989865e-05,0.000861359241280624,0.00413578932312904,5.41523049161816e-08,4.40766232342336e-07,2.09015515787337e-05,7.9518735196674e-08
"95",3.54810457380311e-05,0.000973479055107508,0.00647581633065741,8.54757653684367e-08,5.58725420193776e-07,2.04385571516185e-05,9.85711126933044e-08
"96",3.57282277215962e-05,0.00107359282358327,0.00676638475513212,1.24067978251088e-07,6.90821901204242e-07,1.66589366780585e-05,1.55619396254651e-07
"97",3.68537669920774e-05,0.0011576352231486,0.00477576206070465,1.84726171521729e-07,8.18484686536091e-07,1.17091307749113e-05,1.99124759560162e-07
"98",3.88310694786925e-05,0.00122206898701318,0.00320486645239287,2.43545529060373e-07,9.61419657453569e-07,7.08986047577695e-06,3.29294531374169e-07
"99",4.16623287199868e-05,0.00126404640818754,0.00247766063458615,3.35743097592856e-07,1.15749055643557e-06,9.00615167367042e-06,5.62463721905743e-07
"100",4.5371776533403e-05,0.00128154236702921,0.00148172883720085,4.30680850390451e-07,1.33610252304142e-06,6.4215216940022e-06,8.21830187404497e-07
"101",4.99995091735136e-05,0.00127346199587047,0.000896791716276091,5.31593621121752e-07,1.4863570883179e-06,7.57865751337371e-06,1.03078961250224e-06
"102",5.55956551435838e-05,0.00123971273039557,0.00113475224656854,6.24528710141356e-07,1.69150058503436e-06,1.18607567483846e-05,1.25937912773682e-06
"103",6.22140530512844e-05,0.00118123376273037,0.00169774762157005,6.83358793480197e-07,1.85279599707591e-06,1.46395313581255e-05,1.4160890192784e-06
"104",6.99053488458945e-05,0.00109999280582782,0.00355463631771819,7.47753442188194e-07,1.9414217104092e-06,1.55262999283983e-05,1.55726186765567e-06
"105",7.87082667146983e-05,0.000998933497761773,0.00424041450687274,7.59487924265789e-07,1.85972758864164e-06,1.52497034304929e-05,1.71232023009146e-06
"106",8.86393198155897e-05,0.000881887196480076,0.00452209364706237,7.21367676254738e-07,1.68543494586614e-06,1.75265104479253e-05,1.97801055523245e-06
"107",9.96803019218684e-05,0.000753449281879601,0.00525675438784373,7.23190820310564e-07,1.39681347496291e-06,1.20560848786275e-05,2.25048765226752e-06
"108",0.000111762357884909,0.000618828399423134,0.00666783217338193,6.6302933171914e-07,1.04995960009694e-06,9.25441321010476e-06,2.61054922244938e-06
"109",0.000124748564855222,0.000483680829222573,0.00585731051445376,5.76881374833013e-07,7.79633848056709e-07,9.32687883467044e-06,2.9408087202876e-06
"110",0.000138413704653223,0.000353946951788707,0.00410044743195323,5.09256441500972e-07,5.29111083601869e-07,6.3111062116777e-06,3.27861500379589e-06
"111",0.000152423425954081,0.000235718293984059,0.00275512989033992,4.68307674904058e-07,3.60463870919483e-07,6.99022368751632e-06,3.41796759061585e-06
"112",0.000166315411422298,0.00013514909208593,0.00320058568858597,4.51329707330264e-07,2.25922309265049e-07,6.44141682925262e-06,3.46770579698277e-06
"113",0.000179484533289788,9.88689573509504e-05,0.00415431808312011,4.06784425931428e-07,1.4090375004534e-07,4.94690111571712e-06,3.46809022060639e-06
"114",0.000191180510432086,6.05699073555659e-05,0.0034140732728417,4.36419397438345e-07,7.79786903663126e-08,5.22605354064888e-06,3.30585927789844e-06
"115",0.000200519998371041,5.38902667438517e-05,0.00357061480706409,4.40663346972729e-07,3.7327181215088e-08,4.17460847197931e-06,3.08705329870626e-06
"116",0.000206525297963963,8.41139239516959e-05,0.00417109510806025,4.12960864413368e-07,2.45088158792225e-08,4.85991336592637e-06,2.82329331727443e-06
"117",0.000208193577631158,0.00014604994461561,0.00622059123358571,3.80570467556905e-07,1.69040953153356e-08,7.50997468718162e-06,2.49822352040052e-06
"118",0.000204602692497818,0.000224990043676947,0.00660856279391216,3.46026360928274e-07,1.59675128124729e-08,1.05827038374169e-05,2.13142356395227e-06
"119",0.000195052961639579,0.000380230431246021,0.00502277263886831,3.16930546319483e-07,3.6891713101831e-08,9.60149198351299e-06,1.7577246876436e-06
"120",0.000179235072124094,0.000559110302617344,0.00406063399012659,2.35109703680336e-07,7.8334998744766e-08,1.07835641983017e-05,1.36670297834371e-06
"121",0.000157404291737405,0.000744428300858223,0.00415142843846001,1.583847148148e-07,1.43623778712486e-07,1.03273261122355e-05,1.01882786359169e-06
"122",0.000130527002620352,0.000919507704607638,0.00411867245437672,1.13616677339951e-07,2.56015779800867e-07,7.13608460767263e-06,6.56115666444675e-07
"123",0.000100357933712848,0.00107298354281345,0.00558964935692245,9.59258101844327e-08,4.25244799673421e-07,6.09590371844194e-06,4.52611804539572e-07
"124",6.94052453966066e-05,0.00120118895097987,0.00478718028566956,6.0754133205134e-08,6.17105275369548e-07,7.57003972391342e-06,3.22907260070321e-07
"125",4.07518809140773e-05,0.00130702607383128,0.00457724532998567,4.90069758205732e-08,8.45305408325018e-07,4.59179954463703e-06,1.86076449522548e-07
"126",3.08461315778007e-05,0.00139630160709771,0.00427434040626509,8.22855982384431e-08,1.07931618710158e-06,4.97698540230005e-06,1.76909841845842e-07
"127",1.90496155414973e-05,0.00147371611462921,0.00318942030948176,9.46651607699993e-08,1.33726699294084e-06,5.40278891252256e-06,2.61835982986398e-07
"128",1.69153736339295e-05,0.00154039551399533,0.00270959093010731,1.17778552675655e-07,1.55556853987416e-06,4.00653120981795e-06,3.38778748333233e-07
"129",2.574386945876e-05,0.00159363487146248,0.00176999244342046,1.673094164041e-07,1.75004313075099e-06,3.70960053380837e-06,5.48914058502645e-07
"130",4.27929529321192e-05,0.00162834245211209,0.00229576175533594,2.10126945516827e-07,1.85764558559433e-06,5.4845343613121e-06,8.77883610795314e-07
"131",6.39835328972792e-05,0.00163906947073513,0.0040717719329846,2.43304946647086e-07,1.93287854096754e-06,8.38498231826866e-06,1.24322985063476e-06
"132",0.000104272751448494,0.00162165515911867,0.00487905576131216,2.74986303379337e-07,1.95669458115182e-06,8.88569615527473e-06,1.5866494615762e-06
"133",0.000148594404576244,0.0015740442704247,0.0045246447361735,3.19037176770153e-07,1.96433605996956e-06,1.16325065862827e-05,1.89264051128786e-06
"134",0.000192834232857554,0.00149638691196635,0.00398478646082214,3.87266137377022e-07,2.05676615744221e-06,1.13582847054135e-05,2.12194000002905e-06
"135",0.000233111940144535,0.00139077092292419,0.00279548243509291,4.50676450226892e-07,2.18775206295297e-06,1.46373548675747e-05,2.26457510147409e-06
"136",0.000266252974070109,0.00126086691027416,0.00172807272238353,5.64182119681517e-07,2.33089182302607e-06,1.06774934405351e-05,2.35337301831741e-06
"137",0.00029009576999985,0.00111161774245994,0.00058043142551079,7.23419399304081e-07,2.41836392515452e-06,9.04839900860364e-06,2.36038318808318e-06
"138",0.000303604511141074,0.000948970272658321,0.000631705007381121,8.38140813029535e-07,2.50183041949737e-06,1.1004087887185e-05,2.24579013191715e-06
"139",0.000306805356828877,0.00077962568993468,0.000869305861147524,9.12876980005845e-07,2.54048806477663e-06,1.36087584433929e-05,2.16841389926767e-06
"140",0.000300592127948434,0.000610775114130213,0.00319792181265229,8.76856308314065e-07,2.55990777014646e-06,1.20491044920172e-05,2.08588247192515e-06
"141",0.000286463994009137,0.000449819529437983,0.00453327013752917,7.89661661793708e-07,2.56054378104201e-06,1.14763793404722e-05,2.02028405426544e-06
"142",0.000266248579483587,0.000304076682224426,0.00440736942317943,6.60746659825735e-07,2.50288440075556e-06,1.01997315896163e-05,1.98579861979131e-06
"143",0.000241856917139645,0.000180480561167141,0.00431295102813218,5.17437169325712e-07,2.38408958050956e-06,8.54491738610036e-06,1.96686669274021e-06
"144",0.000215092619818773,0.000122019863204276,0.00352485994994281,4.10847149388575e-07,2.19187649113097e-06,6.87105402511189e-06,1.99286899575315e-06
"145",0.000187525355253528,7.28768460711116e-05,0.00377201054386329,3.36918565716155e-07,1.96318802408091e-06,7.51333558925218e-06,1.9306248193482e-06
"146",0.000160424303825271,5.29500237439436e-05,0.0027179469246003,2.74560088886249e-07,1.72105731418687e-06,9.65888012155611e-06,1.8129348991762e-06
"147",0.000134739664211894,6.85348057441088e-05,0.00342371517474237,2.37698111130088e-07,1.60424888860646e-06,9.6284224557062e-06,1.64369883824693e-06
"148",0.000111120135173072,0.000119816808649803,0.00337318289215346,2.29824417166654e-07,1.51573832458244e-06,1.245678101052e-05,1.47049838062352e-06
"149",8.99512060515724e-05,0.000175561194515682,0.00369528245205474,2.31043332557267e-07,1.52787379816447e-06,1.35225899921363e-05,1.33613749980902e-06
"150",7.140419502684e-05,0.000314528360280868,0.0067085745369075,2.35590273897573e-07,1.50034417870798e-06,1.29835597080486e-05,1.22566404410847e-06
"151",5.5486919786675e-05,0.000488808248976242,0.00697693097970929,2.505796662466e-07,1.5280201268987e-06,1.08306204216714e-05,1.10377603386707e-06
"152",4.20915966971283e-05,0.000693079222820367,0.00488159416627709,2.7040422037324e-07,1.50463948418483e-06,1.25167871614701e-05,1.06571130172226e-06
"153",3.10355927805539e-05,0.000920653016729525,0.00349667098823854,2.35584713022088e-07,1.43957161651625e-06,1.76436460624382e-05,1.00424293263542e-06
"154",2.20945696482978e-05,0.00116370406297784,0.00285911841409345,1.9436071001549e-07,1.35843830795516e-06,1.29550248992543e-05,9.35203649072358e-07
"155",1.50280708102281e-05,0.00141355002295998,0.00228239682520633,1.45446765090456e-07,1.21364291290772e-06,1.60517155383582e-05,8.38685035328052e-07
"156",9.59808718669997e-06,0.00166097699900162,0.00105208027873699,9.96488931560913e-08,1.09157188885821e-06,1.53351669975299e-05,7.43508360612925e-07
"157",5.58141054371585e-06,0.00189659603043604,0.00127399970190698,5.60297133679074e-08,9.19960685598871e-07,1.21219507619899e-05,6.637511066699e-07
"158",2.7775211833499e-06,0.00211121690926533,0.0026910946380174,3.21510636886266e-08,7.98841704285134e-07,8.04250280557666e-06,5.04780966271194e-07
"159",1.8847763160481e-06,0.00229622295801584,0.00355876185212088,2.78121234872199e-08,5.99811942963548e-07,7.16374092876045e-06,3.89490113503207e-07
"160",1.05071398528172e-06,0.00244393625946344,0.00339197595457058,1.65236733521837e-08,4.28517660824151e-07,5.47392989008935e-06,2.85868076007021e-07
"161",9.281602065133e-07,0.00254795227266151,0.00318804017407881,2.40887199884691e-08,2.93412452250516e-07,5.98310035872933e-06,1.86699830482494e-07
"162",1.43900641135756e-06,0.00260342996609819,0.00288333635845126,3.60861442883706e-08,1.76377208867824e-07,9.28599652362137e-06,1.21731930850888e-07
"163",2.31830719359932e-06,0.0026073255747314,0.0025013212609441,4.44113288132902e-08,9.95398109307633e-08,1.33694104949554e-05,6.81506093613136e-08
"164",3.68626472246263e-06,0.0025585475210366,0.00161621621628781,6.08752155328986e-08,7.43346347227445e-08,1.49293446596616e-05,8.77376632078991e-08
"165",6.0732690846067e-06,0.00245802561578737,0.00265221248193103,9.33718089933277e-08,4.26790830992427e-08,1.75239257967408e-05,7.57647905950254e-08
"166",9.03875133521444e-06,0.00230866921693797,0.00227325472320158,1.27606315202624e-07,4.70387137152145e-08,1.93474194666024e-05,1.36463752327322e-07
"167",1.26072299964794e-05,0.00211518477360042,0.00204270623788247,1.73299703523116e-07,5.0817803442461e-08,1.61007971455552e-05,2.12463457168899e-07
"168",1.6821323724198e-05,0.00188370070672675,0.00186278762637941,2.40118915632886e-07,9.43104069622987e-08,1.15717810844817e-05,3.18669629357943e-07
"169",2.17404462368086e-05,0.00162112119003116,0.00151547106306477,3.31100826148924e-07,1.55368943462942e-07,1.10688506221993e-05,4.3406085616376e-07
"170",2.74396405794866e-05,0.00133407670279994,0.00118710194637957,4.38487431361383e-07,1.99717947772085e-07,1.27875658933456e-05,5.01362741577438e-07
"171",3.40076395908692e-05,0.00102750346872141,0.000472510772422759,5.48408173187846e-07,3.50227742522319e-07,8.45834777996276e-06,5.78183434250817e-07
"172",4.15451356439866e-05,0.000703993067641801,0.000398025945770596,6.66398015912142e-07,5.13308744170833e-07,9.3897019115682e-06,6.52832462564842e-07
"173",5.01610499341976e-05,0.000585297307372021,0.00133408370685668,7.57289581324779e-07,7.06457054910091e-07,8.33363559293519e-06,7.65464166934575e-07
"174",5.99683189653565e-05,0.000500918401607497,0.00189271941995149,8.20866640041151e-07,8.68962009487952e-07,7.35637115581405e-06,9.09782571910048e-07
"175",7.10769762470657e-05,0.00074275964412072,0.00266321827891276,8.3658804117845e-07,9.58373223618232e-07,5.76039430876211e-06,1.05191022219013e-06
"176",8.35847853379906e-05,0.00178364092393135,0.00368380253033315,7.99455686338911e-07,1.02997010442214e-06,4.51255853571635e-06,1.31274261730421e-06
"177",9.75646862278755e-05,0.0036601180566314,0.00666562325416296,7.48732863884217e-07,9.78831157489426e-07,5.5041067448765e-06,1.56878449415195e-06
"178",0.000113047198776092,0.00499168971827629,0.00695900528190373,6.63466135996125e-07,1.01984192640461e-06,9.37783137093179e-06,1.87601861850284e-06
"179",0.000129998692648104,0.00660048415176982,0.00486395469822372,5.96797854354301e-07,1.0092310097093e-06,8.46948658349555e-06,2.18894835216e-06
"180",0.000148294063398564,0.00655283182435558,0.00344689256592633,5.04759788265254e-07,9.95356725122194e-07,9.835213299164e-06,2.52319780240456e-06
"181",0.000167684526542207,0.00497142975464814,0.0028103351575706,4.43614963742998e-07,9.76707521836034e-07,1.30212028883197e-05,2.87360690799649e-06
"182",0.000187762312717725,0.00286820777997668,0.00215969530614555,4.15984562003331e-07,9.66276371527201e-07,1.06635135606871e-05,3.02988769864323e-06
"183",0.000207924631668216,0.0013216172226532,0.000869056086094153,3.74631254589675e-07,1.00731306498032e-06,9.19125390806435e-06,3.17542987228592e-06
"184",0.000227343915022243,0.000575368526039876,0.000973285920408691,3.75314324316623e-07,1.06491449749339e-06,9.93415833429189e-06,3.06562387523152e-06
"185",0.000244951131368067,0.000294340798685746,0.00192130416687984,3.73391128213405e-07,1.1742104132076e-06,1.05787428151455e-05,2.90441216143142e-06
"186",0.000259445104524615,0.000195423304323543,0.00237139859080481,4.07056729884578e-07,1.2952011191181e-06,8.39230830892118e-06,2.64569890873782e-06
"187",0.000269342735824199,0.000159138371464207,0.00203158442939486,3.85407019553452e-07,1.34334818503692e-06,8.65974787971017e-06,2.3094731077884e-06
"188",0.000273081544212487,0.000143780881143385,0.00186345101767232,3.55100793619072e-07,1.29196430940302e-06,7.65667078728799e-06,1.98665622423999e-06
