"","lorenz","rossler","henon","Experimental_data_periodic","Experimental_data_quasi.periodic.2","Experimental_data_quasi.periodic.3","Experimental_data_chaotic"
"34",0.0374493698263745,0.129071154390248,0.0912958414561688,0.00527182242577229,0.00711540004707023,0.0278191627029976,0.00285159897490894
"35",0.0411639729803589,0.132626421668189,0.0794065388357575,0.00548617732994094,0.00671110729856494,0.0243581228750416,0.0033264099842899
"36",0.045242690498888,0.134897629370958,0.0747790019754838,0.00549399526928152,0.00642177634002694,0.0198455814061936,0.00388408219029746
"37",0.0497128874097511,0.13584209468589,0.07055776947103,0.00536978187774495,0.00608430569196539,0.0140066559650646,0.00454549329913756
"38",0.0546011066250571,0.135429831671433,0.0884022339378613,0.00512254234620457,0.00578885926798378,0.00904855915669034,0.00543306462456028
"39",0.0599315815166652,0.133643981355814,0.0608378419733001,0.0047588849614959,0.00559833899836826,0.00849487432375651,0.00644043634997271
"40",0.0657244191973336,0.130481185833282,0.0622874536943352,0.00442625292345622,0.00542728517370195,0.0124143948522701,0.00751828153431755
"41",0.0719929572059849,0.125951830194607,0.0633610986963682,0.00417654928496014,0.00523660809727922,0.0192154868566617,0.00861487633249824
"42",0.0787403182381596,0.120080138851261,0.0584270739728537,0.00396593534316914,0.00498007216222474,0.0244150437457162,0.00950910074670241
"43",0.0859548269070826,0.112904283060084,0.0540635930540444,0.00382951342171456,0.00457636183900023,0.0260984992168416,0.0100818264061115
"44",0.0936041989314409,0.104476186034825,0.0428414227508047,0.00379512792919667,0.00389496906284648,0.0231933395171074,0.0103013783358586
"45",0.10162827425996,0.0948613594190451,0.0176790019248575,0.00376528983406188,0.00308409866665926,0.0164365566359731,0.0103219424284524
"46",0.109930130605688,0.0841385403903667,0.0234437375857453,0.00372254877886802,0.00216825731416093,0.0108293020506197,0.0101914119627199
"47",0.118365678194342,0.0723993332449152,0.0366555443300302,0.00371771016884614,0.00125557449876368,0.00929808358740825,0.00993644409572769
"48",0.126731948535988,0.0597477344967047,0.0758326137879679,0.00368509435314202,0.000734841496118577,0.0119902548422871,0.00963958641048956
"49",0.134755006860365,0.0462994966900251,0.097315009600811,0.00350832828053294,0.00073311662124953,0.0161769517677094,0.00926941034283479
"50",0.142078628425381,0.0321223469246016,0.0940680782663276,0.00323929260292077,0.00118920041776782,0.0171635129898338,0.00880170044168072
"51",0.14825624760766,0.0190326702814275,0.097884711128956,0.00282852597341465,0.00184756499437244,0.016027313272585,0.00821862553305808
"52",0.152749389834475,0.0131856356883187,0.0880808023859824,0.00215743764453091,0.00232730421766536,0.0131797688736675,0.00755546714837652
"53",0.154936497566849,0.0162675323393989,0.0999583131345635,0.00143937447668319,0.00269035677612051,0.00878617656785963,0.00681339013819693
"54",0.15413703374577,0.0281968856582282,0.0936013092060107,0.000862683845172296,0.00293652106098963,0.00685653441089262,0.00592608762444091
"55",0.149655011361617,0.0433922156182114,0.0788100143833509,0.000766561272929733,0.00317880997764608,0.00818327679872977,0.00472806122357727
"56",0.140844146682159,0.058413617708779,0.0765815006937338,0.00106901920124924,0.00347004501883086,0.0125861431070801,0.00329592226095543
"57",0.127192487885902,0.0730358680739903,0.0812317745409165,0.00171360717987434,0.0039212230024096,0.0176776825075876,0.00199807712741673
"58",0.108419133500195,0.0871088622784957,0.0974926448311444,0.00226491750974211,0.00457949797512358,0.0201565517039958,0.00163350130284257
"59",0.0845682224009039,0.100489814284604,0.0974926448311451,0.0026754377285525,0.0053388685359379,0.0182709722595901,0.00219323439830377
"60",0.0564561020219493,0.113043785115232,0.0918374297640477,0.00289644572150072,0.00604416314956102,0.0134772985880746,0.00360424924402425
"61",0.0344390465219679,0.124643400601646,0.092543338164312,0.00305296131512856,0.00670974083925413,0.010622899491626,0.00507146812930515
"62",0.0316468190841074,0.135168271198285,0.112098289355573,0.00316619823022635,0.00727641823613601,0.0112560853753391,0.00636619952769102
"63",0.0493583629014601,0.144504640287493,0.112047651957634,0.00328315370673049,0.0076613565445518,0.01567015216985,0.00748179035040197
"64",0.0816193292828997,0.152545670911966,0.0998888746005526,0.00355734160797727,0.007920782205036,0.0198415940331197,0.0084500051761931
"65",0.114360624033204,0.159192646466864,0.0923643409548597,0.00391237461834137,0.00814718883231602,0.0204629074014997,0.00926622940476407
"66",0.143179253158482,0.164356773978091,0.0875929741715841,0.00428116182571259,0.00813536111892921,0.0192909781333941,0.00972594215879896
"67",0.167088646476219,0.167961287553589,0.0851931333654378,0.00470093364609359,0.00791345708708724,0.0169764200689823,0.0100145562862222
"68",0.185431333208607,0.169943276302683,0.0713502912307845,0.0050978340737311,0.0075854620503184,0.0132425139971468,0.010036957258547
"69",0.197993473673841,0.17025531960706,0.0463128588700161,0.00544426511072205,0.00714732143263186,0.0088118704831156,0.00990983174060844
"70",0.204958984334897,0.168866544446663,0.046962776039957,0.00574213083971575,0.00677698855817055,0.00759802899579187,0.00984836347255114
"71",0.20682395040457,0.165763277267986,0.0533701261538082,0.00578682077950221,0.00658940281592879,0.0103019159591952,0.00981709171518663
"72",0.204293341682385,0.160949395679337,0.080393798968217,0.00552526702664635,0.00662067457329352,0.0167781042609977,0.00984500332670224
"73",0.198179538390063,0.154446471817065,0.0805239486174196,0.00495798480351151,0.006592919768584,0.0229596301728504,0.00972986232895678
"74",0.189316280076436,0.146293716343127,0.0863236342753287,0.00424117609011387,0.00648664955587863,0.0263126525122608,0.00962632503487371
"75",0.17849461451728,0.136547682752252,0.0948790360263059,0.00362035554312468,0.00618945585605546,0.025769809749932,0.00932247824626975
"76",0.166421626163908,0.125281998560272,0.112310977627401,0.00320609436193631,0.00568207383291586,0.0206920469474032,0.00898137864069115
"77",0.153699088016542,0.112586762717973,0.111578219421708,0.00298842411386335,0.00511199148824082,0.0137531889632189,0.00868281848155572
"78",0.140817404401397,0.0985679027031867,0.099762994576676,0.00275641724350306,0.004474683825621,0.0090409652270742,0.00828762052781451
"79",0.128159994840966,0.083346341204613,0.0912215777527203,0.00267595295091549,0.00383471044729478,0.00842769380775854,0.00781077102995287
"80",0.116013791149651,0.0670569903181701,0.087032743774538,0.00263180063446589,0.00312527165379117,0.0112791807778047,0.00715401932335724
"81",0.104582830343767,0.0498475911766276,0.0821242516792794,0.0026347351618401,0.00245333208795862,0.0127689798431878,0.00652289432909903
"82",0.0940024277367371,0.0320875335735127,0.0680926746325041,0.00269837632421288,0.00184534729811114,0.00995134074232384,0.00580998338488536
"83",0.0843528325718134,0.0189223723738987,0.0353439786009433,0.00274335747663956,0.00134914336016123,0.00777925286189396,0.00524368680453324
"84",0.0756713738292776,0.0168579166852917,0.0225832602363482,0.00272364462099395,0.00104079397612089,0.00864764895500847,0.00487765491675862
"85",0.0679629774829419,0.0262432475797088,0.0322047668220743,0.00254817780477889,0.000903856832303873,0.0125771379162061,0.00455552893473843
"86",0.0612089790426673,0.0440567158211356,0.0675609405123493,0.00227898532036075,0.000986897236709194,0.0167002608821717,0.00429536404216713
"87",0.0553742157021976,0.0631953561422387,0.0775076814390157,0.00184644494575492,0.00108445347118025,0.0172146320086771,0.00404890854465756
"88",0.0504127251465166,0.0819354271632667,0.0777291038499528,0.00136628010398876,0.00131473546667138,0.0141777545916757,0.00376257931641122
"89",0.0462721585434014,0.100132816708967,0.0777291038499531,0.000883673556239084,0.0016415656528791,0.0095072862679445,0.00332605156873211
"90",0.0428972078921834,0.117596018866941,0.0838515583977865,0.000489371641391179,0.00202188936099634,0.00828434998585714,0.00292794148858866
"91",0.0402320992519701,0.13413793847624,0.100115188263797,0.000369728048208784,0.00251002894891028,0.0117726741981046,0.00252595604023265
"92",0.0382224744233198,0.149577978897988,0.0931093289713926,0.000489371641391179,0.00307572070300999,0.0189634535170443,0.00201496746054863
"93",0.0368166924447345,0.163743825132777,0.077927464235874,0.000803388471429578,0.00363464736346808,0.0254038450650732,0.00141276212156083
"94",0.0359666069063977,0.176473345663216,0.0814145149528438,0.00126778302868025,0.00402641796844372,0.028334833085897,0.000931051612704459
"95",0.0356280184498159,0.187616324049096,0.103750040596162,0.00174154119236225,0.00448476426316669,0.0276005964160317,0.000931051612704459
"96",0.0357608248543364,0.19703608971817,0.103750040596162,0.00213297578275318,0.00495254136723744,0.0245761515386705,0.00144721481699506
"97",0.0363289605545162,0.204611133076261,0.0949478249321182,0.00256531454860698,0.00540746031319428,0.0206600583589232,0.00244175078526643
"98",0.0373001278284597,0.210236458525987,0.0798159972484791,0.00299131383929352,0.00590361944919904,0.0161015276938945,0.00347235231897891
"99",0.0386453420580759,0.213824845641508,0.0759992299800162,0.00343129133670994,0.00646377816313504,0.010452428092241,0.0045081508782725
"100",0.0403383403434117,0.215307807930138,0.0594015028283662,0.00391125456972496,0.00694181491253032,0.007924366360609,0.00544271944363273
"101",0.0423547997087178,0.214636488871239,0.0578334347656823,0.00442253436204942,0.00733566880793257,0.00943661120026185,0.00618177232254813
"102",0.0446714657046247,0.211782190579166,0.0485548937865284,0.0047921280044243,0.0077870035983173,0.0149976301787378,0.006787741024886
"103",0.0472651264436108,0.206736490288325,0.053293785880226,0.00501524168877177,0.00818079029080232,0.0213128674943914,0.00717615148401263
"104",0.0501114410291477,0.19951123363288,0.0811225586003504,0.00517610307103078,0.00841734455854448,0.0244731070659799,0.0074598149965529
"105",0.0531835417350296,0.19013779541467,0.08112255860035,0.0052080244565933,0.00834427258682402,0.0230003327395624,0.00779686002614066
"106",0.0564505129793536,0.17866581170817,0.0841988505281551,0.00515639021538572,0.00790458630204727,0.0176024824434954,0.00836647195039641
"107",0.0598757269322717,0.165161152572498,0.0928658763242224,0.00512095187716866,0.00710072741019796,0.0114389445124203,0.009009715870681
"108",0.0634149103120835,0.149702918081028,0.108305497847789,0.00491696862318514,0.00612583709465464,0.00888816819485216,0.00971810181848543
"109",0.0670141753397654,0.132379188856939,0.100855885374082,0.00457515218649274,0.00523147827461612,0.0103536622052632,0.0103554766840226
"110",0.0706079185277699,0.113281584877036,0.0923831566515629,0.00425768560671691,0.00438219021089381,0.014498782926052,0.0108697806076111
"111",0.0741167082683335,0.0924995308228354,0.0738841664627542,0.00405166386425215,0.00361285121739674,0.0163294799882635,0.0111450885574728
"112",0.0774454098720916,0.0701157624455201,0.0831642934307484,0.00396423286927194,0.00284861964558958,0.0157359438255654,0.0112526132246275
"113",0.08048161750002,0.0463281094519753,0.0983711471229244,0.00389288577241997,0.00205750690699302,0.0135098472008625,0.0111949979238103
"114",0.0830948790897895,0.0274177372789501,0.0921482242142178,0.00395679574646046,0.00132111974378446,0.0094649484302507,0.0109379915683375
"115",0.085136781479461,0.0236738493338468,0.0786233414807318,0.00396956430068485,0.000714613418110521,0.00651198505557515,0.0105588551117535
"116",0.0864426752823556,0.036093288885085,0.0815155097365666,0.00388049803472457,0.000469837993524402,0.0070531253440077,0.0101009344355044
"117",0.0868352142406816,0.0617860594510966,0.100901035653849,0.00373576535253861,0.000432361166826878,0.0112550773315825,0.00952988884901973
"118",0.0861302959633938,0.0902097840753708,0.100901035653849,0.00356047774410362,0.000730249296792329,0.0165079261337975,0.00879531616456852
"119",0.0841456347783013,0.117509676559216,0.0911979312863357,0.00333523596738472,0.00112419279608333,0.0195898519061419,0.00796851867705961
"120",0.0807120607825108,0.142678015722051,0.0830660378379207,0.00295569629329806,0.00162283844001743,0.018204934193179,0.00703836310324724
"121",0.0756873591631267,0.164697869103476,0.0862505264620507,0.00248003404696906,0.00224614549493374,0.0131112891012732,0.00604185584941053
"122",0.068971800791361,0.182942603104183,0.0856812572726712,0.0018683978986328,0.00303754944617107,0.00872800124273343,0.00492487616641613
"123",0.0605240984351229,0.197372303671685,0.107416896077637,0.00113584130169264,0.00388865198865185,0.00781883537998873,0.00372250397692242
"124",0.0503759853118069,0.208516944209711,0.100875238694121,0.000730876524018487,0.0047250594932875,0.010261056585676,0.00238617397293062
"125",0.0386433416512471,0.217237992190636,0.0980601309031288,0.000730876524018487,0.00555174497593369,0.0134921280317541,0.0013934300824463
"126",0.0256360199427259,0.224382811434659,0.103452705770214,0.00120472429158813,0.00626653760182161,0.01372061794946,0.00125355841125507
"127",0.0152860516577978,0.230499560454842,0.0917926076585254,0.00173844985818017,0.00692967358553076,0.0111671311142401,0.00193918497117673
"128",0.0132988390019584,0.235728476058224,0.0951034377665619,0.00210459375081762,0.007506207410235,0.00764820717379833,0.00320324943845085
"129",0.0201279389420461,0.239873236123359,0.08722279810393,0.00242495005602483,0.0079717892190182,0.00614382507543099,0.00447898481230535
"130",0.0337807625888642,0.242567284579717,0.0744691136446436,0.00274129658718569,0.00825746881906686,0.00812868562917668,0.00566522830172589
"131",0.0482524963408352,0.243433507778515,0.0881394055696795,0.00298006855118726,0.00838600559826241,0.0132506231491296,0.00670416299714438
"132",0.0616184710568485,0.242179174293618,0.0998369043447608,0.00318140849043536,0.00837256501486816,0.0185275529965907,0.00759552008689135
"133",0.0735609804667248,0.238622352388198,0.096360475048818,0.00340010918323541,0.00836721118248263,0.0213543092931914,0.00832310366797673
"134",0.0837882743069139,0.232677250818449,0.0975575382078712,0.00364591505254708,0.00853788419061974,0.0210907170518535,0.00880492618169459
"135",0.0921011676117058,0.224327725203616,0.090334389483923,0.00398410253172365,0.00885178901579786,0.016511555091313,0.00907434267583607
"136",0.0983973842617589,0.213605304912245,0.078843866732727,0.00451341510676928,0.00920258824239217,0.0111729105650986,0.00920805407963909
"137",0.102667553930352,0.200576090733471,0.0720414306699966,0.00510336711389536,0.00942028089143765,0.00960170636628943,0.00921976978816452
"138",0.104984287129176,0.185334148830276,0.0460233240626313,0.00556422231751807,0.0095114080468518,0.0121392661101862,0.00906903364539569
"139",0.105486727497821,0.16799856725173,0.0413021712989184,0.00581746530964156,0.00952213811259528,0.0177299215750466,0.00885658282387403
"140",0.104362794553018,0.1487117467388,0.0806227279449807,0.00572261959282128,0.00955405949815724,0.0214060107373142,0.00862226865336435
"141",0.101831314433009,0.127638011864066,0.107979530099016,0.00537034190205288,0.00962339050750005,0.0211397079783259,0.00845739749706031
"142",0.0981254991804671,0.10496227593377,0.108442602998898,0.00485518674151653,0.00959453805514698,0.0177735586691339,0.00842455767163253
"143",0.0934790603797466,0.0808884281178126,0.11175082339366,0.00429449040424512,0.00934001820760055,0.0122617546268537,0.00846976283378198
"144",0.0881153021234594,0.0555095086146453,0.099987335834307,0.00381936578125264,0.00888758576957149,0.00862457595351374,0.00849505353153612
"145",0.0822393635557607,0.032557255081982,0.11700017764419,0.0034633471281067,0.00836604633192128,0.00939747670161084,0.00836674076206434
"146",0.0760333242598942,0.02334722075639,0.102496457543838,0.00314541012791136,0.00784878547998624,0.0141488125354331,0.00810991361436919
"147",0.0696536483072524,0.0299746761040053,0.0912896677481957,0.00289778977984023,0.00754231777762104,0.0195343870986667,0.0077205175124595
"148",0.0632305973518991,0.0522389464944577,0.0750485080735149,0.00282037201948737,0.00737258561032184,0.0220364861033751,0.00727868073433913
"149",0.0568690213848952,0.079592267537393,0.0777074510701051,0.00285148697004523,0.00735710653844646,0.0202981258490842,0.00688404280490673
"150",0.0506501351314017,0.106568725822435,0.108458245597871,0.00292426772912657,0.00737773783395745,0.014611930237262,0.00658962682565178
"151",0.0446338029498566,0.132878985910851,0.114718699095611,0.00304319449119583,0.00744462713731731,0.0107957229931065,0.00633517418102292
"152",0.0388612336689473,0.158247966102598,0.100344163162553,0.00312587648004359,0.00738651901510834,0.0116725866537596,0.00618567009173243
"153",0.0333576597438993,0.18240589820827,0.0940456481727387,0.00296947289127736,0.00722845775438974,0.017021244414603,0.00602256861224115
"154",0.0281348909673217,0.205091091829081,0.0884193975628553,0.00269389612974624,0.00699611486944474,0.0229178971614095,0.00580380071652431
"155",0.023193751694997,0.226052604552763,0.0891467324931482,0.00231310200120904,0.00664101465616296,0.0247750049699917,0.00551836752717105
"156",0.0185263231832089,0.245052968151905,0.0774294671000878,0.00185574134926869,0.00626700802224134,0.02371145160599,0.00520954772271132
"157",0.0141177983892514,0.261870715413625,0.0596375597945228,0.00139667822343148,0.00579123377105084,0.0209527046613657,0.00485953253014693
"158",0.00994815084386558,0.27630277704361,0.0738791929988782,0.00100475081164997,0.0053310729975693,0.017165394671509,0.00432710621994936
"159",0.00606138949727919,0.288166721763351,0.0887443774287494,0.000644184761122046,0.00471466544212817,0.012277211297759,0.00376853797504917
"160",0.00348099909429744,0.297302767917454,0.0867757463794533,0.000392868252619305,0.00398266886949461,0.00806921104765779,0.00299812373488084
"161",0.00315750665296566,0.303575443385693,0.086775746379453,0.000472839723817176,0.00321691403156898,0.00779150619375635,0.00211386775336064
"162",0.0050087902087429,0.306874846757749,0.0856499631143341,0.000775723270610262,0.00247815236529425,0.0119508291309984,0.00125122871013328
"163",0.00822441394430562,0.307117379845004,0.0839860188901027,0.00118834918081978,0.00182966661748429,0.0185561142363041,0.00072516427607483
"164",0.011529809576457,0.304245525910921,0.0825230113876183,0.0015174642662048,0.00121137738036747,0.0240489670559972,0.000787573384969709
"165",0.0147896237101238,0.298226142716945,0.0769047803258269,0.00181541959908682,0.000756570439273019,0.0260446920813203,0.00132255340601295
"166",0.0180353857138514,0.289045861362793,0.0612731354274025,0.00210551219068245,0.000492037357097685,0.0232761559117894,0.00205154824835507
"167",0.0212944404545573,0.276700705675879,0.0616356391620364,0.0024758226641719,0.000551623943479629,0.0165946178966921,0.00279400607506342
"168",0.0245928604239278,0.261173133454775,0.0632912502245641,0.00293822353488504,0.000987591666850918,0.0112907620804947,0.00342416782751132
"169",0.0279551455653942,0.242381623080999,0.0580622002153478,0.00344988414373859,0.00169324469603105,0.0103892797512574,0.00395007545476256
"170",0.0314039455020727,0.220067217074387,0.0565026758835075,0.00397084115610713,0.00245626661533271,0.0135116168776744,0.00431164954904517
"171",0.0349596137574182,0.19353753722196,0.0479125884669842,0.00446122084125289,0.00346368314269085,0.0182466672046175,0.00458960081364168
"172",0.038639797817426,0.161103648774761,0.0301606534564333,0.00491369808122677,0.00436662153512901,0.0191122183742468,0.00481831474107053
"173",0.0424586797376755,0.118527818672122,0.0521708856202446,0.00526178679017031,0.00515542697357596,0.0176031544726647,0.00516994280364169
"174",0.046426248111726,0.077599154465443,0.0539225520520981,0.00547582808072711,0.00567658559469486,0.0139773554932657,0.00566964129327518
"175",0.0505472452254193,0.0869352121811361,0.0662702085835628,0.00552833595985525,0.00591369988674539,0.0091200630603514,0.00621268566435529
"176",0.0548198969217472,0.166132908992013,0.0771839398988722,0.00541066365223652,0.00602574955031077,0.00675201147403015,0.00687051261762384
"177",0.0592343938149266,0.304486932229268,0.108360194301912,0.00519008127776188,0.00599994363019396,0.00814696482259414,0.00750248884883031
"178",0.0637709737671751,0.441156485231351,0.114580655343761,0.00489270837016009,0.00605099544612042,0.0128149914403433,0.00816461678878377
"179",0.0683977153929309,0.518307718814591,0.100290604677823,0.00461419708125566,0.00603231303520246,0.0179950818844485,0.0088794766175887
"180",0.0730680381103438,0.510974487232448,0.0932601334371265,0.00428785971643797,0.00598961678195264,0.0198121143535421,0.00959868223502514
"181",0.0777179602622607,0.429241629821809,0.0880497277571748,0.00399395895954657,0.00592147302414259,0.0171662011065132,0.0101960937659353
"182",0.0822632026705068,0.312625846142407,0.0873049267887617,0.00380579079202348,0.00590249940058429,0.0122201560212498,0.0105315259255166
"183",0.0865963638732753,0.206696706161477,0.0745796669232569,0.00365993806122134,0.00597048635158748,0.00972596455977015,0.0107174315948337
"184",0.0905844918597253,0.136177885261028,0.0537522889817541,0.00364304772808954,0.00613759760512478,0.0107963278193584,0.0105849074425652
"185",0.0940673479946289,0.0990022194748974,0.0625987958482772,0.00369212825845089,0.00648116131765941,0.0150489732073039,0.0102692105396024
"186",0.0968571180458268,0.0822007532398631,0.063031515430661,0.00380787408244865,0.00685781126631613,0.0181697646666299,0.00978107095168801
"187",0.0987402647446376,0.0750993336396211,0.0615966771508742,0.00376970282560907,0.00705675430152619,0.0180351348229625,0.00914286725017488
"188",0.0994820012600374,0.0718202636301437,0.0633194575289148,0.00364112124446947,0.00694640711185857,0.0164477123201897,0.00844348649324567
"189",0.0988346131598717,0.0696597256910434,0.0580344207695689,0.00338687020859207,0.00657564861892246,0.0133087760732805,0.00765662993939076
"190",0.0965499021509854,0.0674898286257074,0.0568151492865528,0.00293002477901483,0.00590939890006015,0.00913775982848586,0.00685857289937408
"191",0.092396083132643,0.0648738408376063,0.0486967770650349,0.00234334331384756,0.00504626703544142,0.00702994033765336,0.00590321623169754
"192",0.0861787985486693,0.0616595678806735,0.0314573090983424,0.00163312048631381,0.00412453422722292,0.0091484002903397,0.0048592413175077
"193",0.0777649709427793,0.0578086122482496,0.0551945442234771,0.000980333751817941,0.00320179337525051,0.0153483622024152,0.00364625106713312
"194",0.0671072917015229,0.0533288165207457,0.0551945442234771,0.000684439308389351,0.00228348791579769,0.0226563210075824,0.00240835093553216
"195",0.0542661224849238,0.0482486948958319,0.0609011964032267,0.000829015183768989,0.00144022571363023,0.0268211769849886,0.00137152193151224
"196",0.0393820473150923,0.042608067341911,0.0717908690742609,0.00139295966202657,0.000832666542257554,0.027395985934824,0.000977466427359741
"197",0.0242052026374715,0.0364545247246862,0.0945176456199963,0.00197466811133773,0.000412357098540928,0.0235380680802016,0.0012727336435634
"198",0.016225328907541,0.0298420108256107,0.0945176456199966,0.0023942159219954,0.000163280687269896,0.0161723371674096,0.00209646219786375
"199",0.0188594950846828,0.0228300629489274,0.0808428085376762,0.00267326483423658,5.45239666379649e-05,0.0102964277209755,0.00296223737721713
"200",0.0322128961349308,0.0154378182452934,0.0658132502530862,0.00290672776779821,0.000113102509264662,0.00863427557453034,0.00370344074947659
