"","lorenz","rossler","henon","Experimental_data_periodic","Experimental_data_quasi.periodic.2","Experimental_data_quasi.periodic.3","Experimental_data_chaotic"
"1",NA,NA,NA,NA,NA,NA,NA
"2",NA,NA,NA,NA,NA,NA,NA
"3",NA,NA,NA,NA,NA,NA,NA
"4",NA,NA,NA,NA,NA,NA,NA
"5",NA,NA,NA,NA,NA,NA,NA
"6",NA,NA,NA,NA,NA,NA,NA
"7",0.000346698977510555,0.00298109688026621,0.0354274610512017,8.95279748900313e-05,0.000120558299552705,0.000345715450375682,0.000172060623922643
"8",0.000315368977618125,0.00290406640783578,0.0479865572242971,8.1861864361353e-05,0.000142328311156304,0.000661233394459761,0.000179021103823114
"9",0.000290356549720464,0.00281190407860044,0.0518675099987599,7.66872397544949e-05,0.000162364736401713,0.000737449342646527,0.000180763401670541
"10",0.000271042306932813,0.00269565099702872,0.0520092738054136,7.62516652926384e-05,0.000185258530116902,0.000771437217905206,0.000176808385556882
"11",0.000256881781177851,0.00255246547533149,0.0528981593212139,7.58160908307815e-05,0.000204258288143092,0.000784334577720786,0.000181164130175449
"12",0.00024740629433462,0.00238208442653376,0.054408057285666,7.54502082828218e-05,0.00022390269637283,0.000694716874491611,0.000182740909727371
"13",0.000242222958238525,0.00218538074185711,0.0540330851698363,7.51540176487592e-05,0.000241952902072174,0.000669207891707435,0.000172626870723057
"14",0.000241003349745326,0.00196379704391921,0.0486875568248265,7.0275583675964e-05,0.000255481844857444,0.00065621034976563,0.000171102360106559
"15",0.00024348873762468,0.00171914706477922,0.04921605325778,6.54145726816429e-05,0.000269611880400076,0.000684043557878276,0.000172731408593903
"16",0.000249479628773058,0.00145353288679006,0.0634140784893123,5.83931123565125e-05,0.000273601742470683,0.000804170638713741,0.000168070761852035
"17",0.000258836639362664,0.00116930225630115,0.0631382396364056,4.92199141898101e-05,0.000272425691423671,0.000871288307541243,0.000166406867407744
"18",0.000271477010245746,0.000869035516424522,0.0511132300589072,4.01599653831901e-05,0.000271389024204451,0.000795637735005967,0.000158479412201951
"19",0.000287368508912127,0.000982253515146015,0.0410657294093873,3.74141039756453e-05,0.000262076442209954,0.00053433487304027,0.000156423500741987
"20",0.000306532914084899,0.000997590527522454,0.0359441473181964,4.66108231632871e-05,0.000257842658440707,0.000452743064845275,0.000148156297455947
"21",0.000329038175380112,0.00100811792669107,0.0305040906034744,5.32271992388923e-05,0.000247885426242662,0.000676948049894631,0.000133677802343829
"22",0.000355003640200316,0.00101370765376008,0.0212268145325579,4.65629099724837e-05,0.000248503941978499,0.0008217547797389,0.000128215698592146
"23",0.000384594826841014,0.00101427241960732,0.0373969806724007,4.32656112962276e-05,0.000245942764142781,0.000802641772352627,0.000116385496208117
"24",0.000418022553341746,0.00110298168873884,0.0385277882516013,3.4727480694913e-05,0.000243451278220961,0.000630039293799435,0.000104241680211552
"25",0.000455548164379627,0.00142984896100106,0.0369090449333353,4.01599653831901e-05,0.000243433855242487,0.000423448068838634,8.55642472871358e-05
"26",0.000497478304375803,0.00174723377722866,0.0372999172593206,4.92199141898101e-05,0.000243581950559518,0.000397958251330778,8.00655552806562e-05
"27",0.000544169273240073,0.00205179702359704,0.0381495122163635,5.84453812919353e-05,0.000243459989710198,0.000780856080068397,0.00011002610906501
"28",0.000596027026370887,0.0023402762473869,0.0424342738783288,7.45877708483456e-05,0.000237283543841069,0.000894073207640969,9.58263816084821e-05
"29",0.000653506303506424,0.00260952398753687,0.0371422062004694,8.63395698292397e-05,0.000239923125079921,0.000892004228947151,0.000134305029568909
"30",0.000717114113320285,0.00285653216681335,0.0453678673562444,0.000100643835156615,0.000230131411177382,0.000881672402711909,0.000115017792397892
"31",0.000787409733421495,0.0030784773915546,0.0510353780930417,0.000112892189024026,0.000226280932934569,0.000809969877098903,0.000108458041002327
"32",0.00086499774116311,0.00327274185924485,0.0619736511669306,0.000127693009237918,0.000216053644570173,0.000774651757433712,0.000105178165304545
