,lorenz,rossler,henon,Experimental_data_periodic,Experimental_data_quasi-periodic-2,Experimental_data_quasi-periodic-3,Experimental_data_chaotic
0,-0.156058,0.17077699999999998,-1.44343,3.00425,2.7845299999999997,3.62505,3.3814300000000004
1,-0.07105700000000001,-0.428226,-0.173122,2.9795700000000003,2.7972799999999998,3.7155699999999996,3.40631
2,0.00456,-1.014346,0.937,2.95782,2.81526,3.8151699999999997,3.44081
3,0.07234199999999999,-1.592594,0.47009300000000004,2.94161,2.83334,3.88885,3.4788300000000003
4,0.133683,-2.1612299999999998,1.46011,2.92549,2.8593900000000003,3.95306,3.5076099999999997
5,0.189835,-2.71588,-0.5909,2.91213,2.8883400000000004,4.0146,3.53986
6,0.241921,-3.251252,1.4888700000000001,2.90148,2.92292,4.0219,3.5789400000000002
7,0.290958,-3.761831,-0.994007,2.8856,2.96066,3.95666,3.6118099999999997
8,0.337863,-4.242157,0.858612,2.86979,3.00164,3.84309,3.64831
9,0.383474,-4.686957,0.364583,2.8540799999999997,3.0460000000000003,3.7121800000000005,3.6817900000000003
10,0.42856000000000005,-5.091229,1.5246600000000001,2.83846,3.09386,3.55935,3.7155699999999996
11,0.47383500000000006,-5.450297,-0.815221,2.82552,3.1453599999999997,3.39384,3.7496300000000002
12,0.519971,-5.7598709999999995,1.19281,2.81521,3.20066,3.25371,3.7771
13,0.567608,-6.0160919999999996,-0.26737,2.80493,3.25393,3.20339,3.8082199999999995
14,0.617366,-6.215582,1.6863599999999999,2.7947,3.3111300000000004,3.2063200000000003,3.84659
15,0.669854,-6.355481,-1.52401,2.78705,3.36007,3.2567,3.8747199999999995
16,0.725681,-6.433482,-0.416706,2.7819599999999998,3.4065800000000004,3.3475099999999998,3.90659
17,0.785466,-6.447871,0.769153,2.77942,3.45689,3.43137,3.93155
18,0.849844,-6.3975480000000005,0.683392,2.77942,3.5015,3.4629300000000005,3.95666
19,0.91948,-6.282046,1.16372,2.7819599999999998,3.5499099999999997,3.4282199999999996,3.9782900000000003
20,0.995072,-6.101546,0.250772,2.7896,3.59568,3.33221,4.00004
21,1.077366,-5.856888,1.68623,2.7947,3.6453300000000004,3.19751,4.0219
22,1.1671610000000001,-5.549572,-1.36814,2.8023700000000002,3.6889,3.07953,4.04019
23,1.265318,-5.181748000000001,0.0340631,2.81264,3.73635,3.01804,4.05121
24,1.3727719999999999,-4.756211,0.988398,2.82552,3.78094,2.97685,4.054880000000001
25,1.49054,-4.2763800000000005,0.43328900000000004,2.83846,3.8295199999999996,2.9714,4.054880000000001
26,1.6197290000000002,-3.7462690000000003,1.50878,2.85669,3.87515,3.0486299999999997,4.047540000000001
27,1.7615509999999999,-3.1704630000000003,-0.7464310000000001,2.88032,3.91771,3.20045,4.047540000000001
28,1.917327,-2.554075,1.2954700000000001,2.90148,3.96431,3.3752400000000002,4.03653
29,2.0885,-1.902708,-0.502183,2.92817,4.00052,3.55284,4.02555
30,2.276647,-1.2223979999999999,1.53645,2.95511,4.040690000000001,3.71896,4.0073099999999995
31,2.483479,-0.519569,-1.11135,2.98504,4.07753,3.8606300000000005,3.99641
32,2.710855,0.199032,0.625843,3.0152799999999997,4.11468,3.97468,3.9782900000000003
33,2.960783,0.926394,0.674916,3.04584,4.14462,4.06963,3.95306
34,3.235423,1.655309,1.13224,3.07389,4.17476,4.15535,3.9279699999999997
35,3.537075,2.378445,0.320506,3.09936,4.2089099999999995,4.1704300000000005,3.89949
36,3.8681730000000005,3.0884110000000002,1.63695,3.1250400000000003,4.23564,4.1216099999999996,3.8641400000000004
37,4.231255,3.777836,-1.18345,3.14805,4.26254,4.03653,3.81865
38,4.628924,4.43944,0.49053599999999997,3.16542,4.29345,3.89594,3.7667699999999997
39,5.063794000000001,5.066108,0.8043399999999999,3.18873,4.3167800000000005,3.7359699999999996,3.7155699999999996
40,5.538396,5.650967,0.9001969999999999,3.20926,4.34414,3.58549,3.65832
41,6.055064,6.187455,0.8309469999999999,3.22697,4.36376,3.44081,3.60192
42,6.615772,6.6694,0.9795860000000001,3.24775,4.3756,3.35981,3.54635
43,7.221918,7.091081,0.6896939999999999,3.26867,4.38349,3.3783300000000005,3.49479
44,7.8740559999999995,7.4473020000000005,1.2182,3.28669,4.39142,3.45977,3.44081
45,8.571547,7.733452000000001,0.122903,3.30785,4.387490000000001,3.5495900000000002,3.39074
46,9.312145,7.9455729999999996,1.75035,3.3261,4.38354,3.6383199999999998,3.3413800000000005
47,10.091517999999999,8.080411999999999,-1.62687,3.34445,4.37568,3.7496300000000002,3.29575
48,10.902719,8.135474,-0.721595,3.35673,4.3638699999999995,3.83958,3.25371
49,11.735639,8.109072,0.39124000000000003,3.3690599999999997,4.34819,3.89594,3.21516
50,12.576533999999999,8.000357000000001,1.03045,3.3752400000000002,4.33256,3.9422900000000003,3.17997
51,13.407692,7.809342,0.455539,3.3721400000000004,4.3169699999999995,3.93871,3.1509400000000003
52,14.207375,7.536911,1.5016200000000002,3.3721400000000004,4.30143,3.8747199999999995,3.1250400000000003
53,14.950185999999999,7.184800999999999,-0.7182,3.36288,4.28207,3.7599099999999996,3.11075
54,15.607975,6.755576,1.33467,3.3505800000000003,4.25895,3.6650199999999997,3.11075
55,16.151370999999997,6.2525830000000004,-0.596817,3.3383199999999995,4.23595,3.5495900000000002,3.1136
56,16.551886,5.679908999999999,1.44421,3.32001,4.205430000000001,3.4094300000000004,3.13078
57,16.784447,5.0423290000000005,-0.8647940000000001,3.30482,4.16758,3.33526,3.15672
58,16.830002,4.345273000000001,1.0854,3.28971,4.1300300000000005,3.3721400000000004,3.18581
59,16.677778,3.594788,-0.037520599999999994,3.27166,4.09279,3.46929,3.22402
60,16.326756,2.797516,1.7242099999999998,3.25371,4.04852,3.58877,3.26867
61,15.786043,1.960653,-1.58416,3.2358599999999997,4.004659999999999,3.7054,3.3139300000000005
62,15.074047,1.091908,-0.592296,3.21516,3.96126,3.82562,3.3690599999999997
63,14.216610000000001,0.199444,0.5739380000000001,3.18873,3.91828,3.9137,3.42195
64,13.244467000000002,-0.708194,0.892906,3.16252,3.8722300000000005,4.00004,3.4788300000000003
65,12.190484,-1.622162,0.7749,3.13652,3.83715,4.0807199999999995,3.52693
66,11.087108,-2.533403,1.0674,3.10505,3.79889,4.11788,3.58549
67,9.964313,-3.4327360000000002,0.493122,3.07389,3.7644300000000004,4.09926,3.6316800000000002
68,8.848199000000001,-4.310957,1.47705,3.04026,3.7336699999999996,4.0219,3.6851599999999998
69,7.760242,-5.1589279999999995,-0.6337430000000001,3.0069999999999997,3.69639,3.90303,3.73938
70,6.717091,-5.9676730000000004,1.4414799999999999,2.98778,3.6594599999999997,3.7427900000000003,3.7909
71,5.730779,-6.728472,-0.868001,2.96596,3.6228800000000003,3.58221,3.84309
72,4.8092,-7.432954,1.07902,2.9497,3.5932199999999996,3.4439599999999997,3.88885
73,3.9567099999999997,-8.073188,-0.024684599999999998,2.93623,3.5637800000000004,3.31089,3.93871
74,3.1747810000000003,-8.641765,1.7231,2.9174599999999997,3.5378199999999995,3.26867,3.98191
75,2.462625,-9.131888,-1.57647,2.90414,3.51526,3.3139300000000005,4.02555
76,1.817754,-9.537442,-0.568321,2.89088,3.4960199999999997,3.3845300000000003,4.06963
77,1.236466,-9.853074000000001,0.604071,2.88032,3.48326,3.45977,4.1029800000000005
78,0.714241,-10.074254,0.8646020000000001,2.86193,3.47055,3.5431,4.13657
79,0.24606599999999998,-10.197333,0.833684,2.8488700000000002,3.46421,3.6184199999999995,4.16288
80,-0.173319,-10.219594,0.9643510000000001,2.83328,3.4579,3.6217300000000003,4.19313
81,-0.549227,-10.139294,0.720132,2.82035,3.45475,3.5333900000000003,4.21214
82,-0.8868940000000001,-9.955697,1.17072,2.80493,3.4516,3.4439599999999997,4.23888
83,-1.19137,-9.669098,0.24546500000000002,2.7921400000000003,3.4453,3.32915,4.26193
84,-1.4674639999999999,-9.280828,1.6909599999999998,2.78451,3.4390199999999997,3.22106,4.28121
85,-1.719702,-8.793265,-1.38571,2.77942,3.4296,3.15672,4.30058
86,-1.952306,-8.209821,-0.0129077,2.7768900000000003,3.4264699999999997,3.1136,4.32003
87,-2.169191,-7.534928999999999,0.9841200000000001,2.77435,3.4108400000000003,3.12791,4.33174
88,-2.373971,-6.774008,0.42763599999999996,2.77435,3.39526,3.21221,4.3434800000000005
89,-2.569971,-5.933426,1.51236,2.7768900000000003,3.3797699999999997,3.36597,4.355230000000001
90,-2.76025,-5.020452,-0.758954,2.78451,3.35819,3.54635,4.363090000000001
91,-2.947618,-4.043191,1.2777,2.7921400000000003,3.33368,3.69527,4.363090000000001
92,-3.134663,-3.010526,-0.4602,2.79981,3.30934,3.84659,4.35917
93,-3.3237699999999997,-1.93203,1.5715299999999999,2.81521,3.2851800000000004,3.97468,4.35131
94,-3.5171449999999997,-0.817886,-1.20775,2.83069,3.25225,4.06225,4.33174
95,-3.7168339999999995,0.321201,0.41279099999999996,2.84366,3.21965,4.144080000000001,4.31224
96,-3.9247419999999997,1.474113,0.8672780000000001,2.86717,3.18444,4.19693,4.285080000000001
97,-4.1426419999999995,2.629412,0.771666,2.8856,3.1467400000000003,4.20072,4.254230000000001
98,-4.3721879999999995,3.7754519999999996,1.06472,2.91213,3.10378,4.1067,4.21595
99,-4.614916,4.900488,0.497881,2.94161,3.0642400000000003,4.00367,4.177980000000001
100,-4.872243,5.992787,1.47153,2.96867,3.01966,3.8782400000000004,4.1403300000000005
101,-5.145459,7.040736,-0.616032,2.99326,2.9703,3.70879,4.09926
102,-5.43571,8.032942,1.46196,3.02358,2.92446,3.5626,4.05856
103,-5.743973,8.958339,-0.9221450000000001,3.05143,2.88198,3.47246,4.0146
104,-6.071021,9.806263000000001,0.988238,3.07953,2.8479400000000004,3.47246,3.96385
105,-6.417378,10.566522,0.146742,3.1022,2.81948,3.53015,3.90659
106,-6.7832669999999995,11.229439,1.67494,3.13078,2.79385,3.6052199999999996,3.8536
107,-7.168533,11.785860000000001,-1.3614,3.14805,2.77355,3.7155699999999996,3.7909
108,-7.572572,12.227119,0.0490831,3.16832,2.75339,3.80128,3.7325699999999995
109,-7.994236,12.544967999999999,0.9891719999999999,3.18873,2.7433799999999997,3.88885,3.66836
110,-8.431734,12.731502,0.436263,3.21221,2.7334099999999997,3.96385,3.6118099999999997
111,-8.882534,12.779133,1.50643,3.2328900000000003,2.72844,4.00004,3.55284
112,-9.343255000000001,12.680779,-0.73844,3.25073,2.7284599999999997,4.02555,3.49799
113,-9.809585,12.430468,1.30663,3.27466,2.72847,3.98191,3.4439599999999997
114,-10.276207000000001,12.024617999999998,-0.528826,3.29575,2.73347,3.8923900000000002,3.39696
115,-10.736774,11.464025999999999,1.51233,3.31089,2.73848,3.7667699999999997,3.3475099999999998
116,-11.183928,10.756097,-1.0458,3.32915,2.74099,3.6383199999999998,3.31089
117,-11.609395,9.916160000000001,0.759999,3.34445,2.75354,3.53986,3.27466
118,-12.004155,8.966446000000001,0.5086609999999999,3.35981,2.76613,3.4629300000000005,3.24478
119,-12.358716000000001,7.9321720000000004,1.3692600000000001,3.36597,2.78388,3.47246,3.22106
120,-12.663473,6.836110000000001,-0.322287,3.3690599999999997,2.80687,3.5495900000000002,3.20339
121,-12.909157,5.694394,1.70691,3.3690599999999997,2.83523,3.62836,3.1945799999999998
